Name,X,Y
ctg7180000087484_Component#_2,-1.364976821,1.279456546
ctg7180000087496_Component#_1,-0.895736376,-0.238297922
ctg7180000087496_Component#_2,-1.042051345,1.374391027
ctg7180000087525_Component#_2,-1.151809706,1.406605868
ctg7180000087571_Component#_1,-1.437463423,1.235392584
ctg7180000087584_Component#_1,0.506152276,-0.684351864
ctg7180000087617_Component#_1,-1.774778252,0.50186066
ctg7180000087632_Component#_1,4.02388424,-3.650706892
ctg7180000087640_Component#_1,-1.146543993,1.388053474
ctg7180000087644_Component#_1,-1.624705968,0.938673234
ctg7180000087648_Component#_1,-1.498596604,0.782399236
ctg7180000087649_Component#_1,-1.533191645,-0.297080495
ctg7180000087668_Component#_1,5.370681684,0.456587313
ctg7180000087671_Component#_1,-1.055520797,1.347756902
ctg7180000087687_Component#_1,5.057364767,-2.529251299
ctg7180000087687_Component#_2,-0.46278245,-1.530536516
ctg7180000087758_Component#_1,-1.664928476,0.95028777
ctg7180000087760_Component#_1,-1.334561038,1.05346836
ctg7180000087763_Component#_1,-1.667342022,0.465206338
ctg7180000087786_Component#_1,5.377355378,0.494772668
ctg7180000087786_Component#_2,-1.058830223,1.342460889
ctg7180000087804_Component#_1,-1.499968353,-0.353360387
ctg7180000087805_Component#_1,-1.541671418,-0.337384008
ctg7180000087813_Component#_1,5.476669493,-1.831406237
ctg7180000087814_Component#_1,-1.555111027,0.917914814
ctg7180000087862_Component#_1,-0.429965185,-1.476582162
ctg7180000087863_Component#_1,5.31078683,-2.383844554
ctg7180000087870_Component#_1,5.321292257,-2.350525061
ctg7180000087871_Component#_1,5.293344477,-2.31553257
ctg7180000087874_Component#_1,-1.059881708,1.392151795
ctg7180000087901_Component#_1,-1.129721682,0.441546525
ctg7180000087904_Component#_1,-1.430906222,1.062078308
ctg7180000087953_Component#_1,-0.741141608,-0.177563968
ctg7180000087988_Component#_1,-1.487611571,1.085965752
ctg7180000087995_Component#_1,-0.071598575,-1.141838419
ctg7180000088048_Component#_1,-0.500980276,-1.547453881
ctg7180000088096_Component#_1,-1.316773067,-0.241550998
ctg7180000088108_Component#_1,-1.618767011,0.533950905
ctg7180000088165_Component#_1,-1.041770621,1.37465777
ctg7180000088193_Component#_1,5.419758076,-2.227892451
ctg7180000088231_Component#_2,5.418986267,-2.192359514
ctg7180000088272_Component#_1,5.533489988,-1.96346037
ctg7180000088285_Component#_1,5.396797463,-2.24131275
ctg7180000088381_Component#_1,-1.228950967,1.36474203
ctg7180000088414_Component#_1,-1.136728932,1.426891253
ctg7180000088423_Component#_2,5.465638606,-1.396810902
ctg7180000088524_Component#_1,-1.404392263,1.308745475
ctg7180000088550_Component#_1,-1.550007477,1.199999658
ctg7180000088578_Component#_1,5.413200005,-2.243447331
ctg7180000088585_Component#_1,-1.567378512,-0.324011668
ctg7180000088741_Component#_1,-1.667018177,0.942516089
ctg7180000088754_Component#_1,5.507966267,-2.055025226
ctg7180000088761_Component#_1,-1.314998946,-0.259489889
ctg7180000088809_Component#_1,-1.151237537,1.408573299
ctg7180000088908_Component#_1,-1.206393159,1.376050658
ctg7180000088927_Component#_1,5.415950813,-2.224119031
ctg7180000088928_Component#_1,0.611451025,-0.485146231
ctg7180000088986_Component#_1,-0.46303316,-1.506757498
ctg7180000089076_Component#_1,-1.695562621,0.935562294
ctg7180000089086_Component#_1,-1.451149641,1.298288061
ctg7180000089170_Component#_2,-1.550976162,1.193496918
ctg7180000089241_Component#_1,-1.468642389,0.844271055
ctg7180000089248_Component#_1,0.444057137,-0.753443092
ctg7180000089251_Component#_1,-1.041246979,1.383023855
ctg7180000089277_Component#_1,-1.329515796,-0.256696181
ctg7180000089393_Component#_2,-1.590425905,0.894331796
ctg7180000089500_Component#_1,-1.545431743,0.912842945
ctg7180000089549_Component#_1,-1.1058718,1.40958271
ctg7180000089606_Component#_1,-0.88848757,-0.231587605
ctg7180000089609_Component#_1,-1.717463943,0.541980088
ctg7180000089673_Component#_1,-0.162011186,-1.257446683
ctg7180000089679_Component#_1,-1.251057059,1.418959609
ctg7180000089708_Component#_1,-0.458555084,-1.53232395
ctg7180000089792_Component#_1,-0.46364961,-1.514474891
ctg7180000089830_Component#_1,0.469795872,-0.732498316
ctg7180000089892_Component#_1,-1.268083157,1.390622063
ctg7180000089929_Component#_1,-0.49186663,-1.542115801
ctg7180000090069_Component#_1,-1.137012008,1.417305505
ctg7180000090408_Component#_1,5.329936134,-2.366188406
ctg7180000090576_Component#_1,-0.464674389,-1.514559344
ctg7180000090601_Component#_1,-1.6625492,0.885869
ctg7180000090610_Component#_1,-1.171893991,1.370725594
ctg7180000090617_Component#_1,-0.333922267,-1.41920304
ctg7180000090901_Component#_1,-0.460216037,-1.506777833
ctg7180000090947_Component#_1,-1.07445962,1.358859229
ctg7180000090954_Component#_1,5.307640584,-2.235339503
ctg7180000091292_Component#_1,-1.043313967,1.385534673
ctg7180000091513_Component#_1,-1.536806442,1.200296539
ctg7180000091864_Component#_1,-1.455314398,1.1722854
ctg7180000091874_Component#_1,-0.390941331,-1.450519327
ctg7180000091912_Component#_1,-1.208724849,1.382806211
ctg7180000092245_Component#_1,-1.752563847,0.526309827
ctg7180000092257_Component#_1,-1.332893076,-0.25495594
deg7180000033965_Component#_1,-1.640654283,0.877660319
deg7180000034204_Component#_3,-0.337208472,-1.423370148
deg7180000034427_Component#_2,5.488241118,-2.143063922
deg7180000039019_Component#_1,-1.458349522,-0.273759323
